winpercent, oppwinpercent, weather, temperature, numinjured, oppnuminjured, startingpitcher, oppstartingpitcher, dayssincegame, oppdayssincegame, homeaway, rundifferential, opprundifferential,winner
?,0.604517859,?,66.04414189,1,0,4,2,3,3,0,53,65,1
0.437898332,0.6658638,-1,69.59285376,2,3,4,5,3,2,0,36,95,?
0.495428348,0.623988982,-1,?,2,3,5,1,4,?,0,?,74,0
0.368320966,0.543327527,1,61.60435336,3,0,3,4,3,?,1,43,33,1
0.497023236,0.833839525,1,64.61822815,1,1,3,3,3,2,1,?,73,1
0.931216771,0.138994898,1,65.33374937,3,2,5,3,4,1,1,46,86,0
0.36387168,0.628247613,-1,64.44475201,3,3,5,?,1,3,0,24,78,1
0.938118723,?,1,65.0421385,2,4,5,4,6,1,0,?,44,0
0.358835902,0.548738959,1,57.53080283,1,1,5,5,1,2,1,29,54,1
0.544886984,0.333843468,-1,73.05536292,1,1,5,4,2,3,1,48,37,1
0.662337698,?,-1,65.19941244,1,1,4,4,4,2,0,34,49,1
0.481380979,0.335074682,-1,62.72310531,0,3,2,3,3,2,0,57,87,0
?,0.665603999,-1,73.62243641,1,1,1,5,2,2,0,?,46,1
0.18424003,0.423195756,0,68.47063252,2,2,4,3,3,?,0,49,?,1
0.616051671,0.747732217,1,59.5980216,2,0,5,1,3,4,0,88,40,1
0.224658588,0.799229057,0,64.87916495,1,2,4,4,4,0,1,46,57,0
0.571997828,?,0,62.20892185,1,2,2,5,0,3,1,54,43,0
0.666590976,0.721448846,-1,75.58115913,1,1,?,?,1,3,1,32,?,1
0.813051986,0.78828654,-1,64.92532899,3,?,?,1,4,3,1,57,105,1
0.403727063,0.480998101,1,73.02746396,2,1,3,2,1,2,1,89,41,?
0.415475185,0.394737538,1,63.51418274,2,1,1,2,1,3,1,89,76,1
0.438831677,0.522365899,?,63.75294839,3,3,4,1,2,3,1,61,34,1
0.531453425,0.413278467,0,74.4005498,-1,4,1,2,3,4,0,66,61,0
0.653007136,0.558481618,0,78.98554854,2,4,3,4,3,3,0,54,39,0
0.573496894,0.389426759,-1,?,2,2,1,4,2,2,0,34,46,1
0.446872372,0.132853555,1,57.68670364,4,2,3,3,3,4,1,70,12,1
0.385260849,0.50239284,-1,68.92812841,0,1,5,1,3,3,0,58,75,?
0.622472249,0.378984724,1,66.45707562,1,1,4,1,1,3,1,61,19,1
0.500332741,0.435428957,0,69.32868896,1,1,2,3,2,2,0,10,46,1
0.751617598,0.392387782,1,60.87193426,1,0,5,4,3,3,1,25,65,0
0.454718622,0.683307927,-1,64.85150284,0,1,2,3,2,1,?,62,44,0
0.681457943,0.566335096,0,65.4852157,1,1,3,4,3,2,1,66,73,1
0.219425141,0.651973663,-1,66.38782499,1,0,4,1,3,3,0,45,40,1
0.210123806,0.433634297,0,71.20202944,-1,4,2,5,2,2,0,32,45,0
0.507979984,0.006492029,0,54.98945139,1,1,5,3,?,?,0,27,49,0
0.666009304,0.976731415,-1,?,3,1,2,5,2,3,1,42,61,1
0.148542904,0.323496931,0,62.71004401,2,1,2,2,3,3,0,37,47,1
0.534067533,0.780674007,-1,62.4687927,2,1,2,5,?,3,?,57,48,1
0.792765702,0.634307167,-1,69.2437373,4,1,5,5,2,3,1,44,38,1
0.402750771,0.597659935,-1,70.28832796,1,1,2,3,3,0,0,62,68,1
0.561589784,0.994167223,1,71.57052823,1,0,1,3,3,1,0,31,39,1
0.073476592,0.342633941,1,71.67727149,0,2,4,1,1,2,1,73,43,0
0.696364695,0.612272279,?,55.19512396,1,?,2,3,4,3,0,19,17,1
0.610195547,0.600174145,0,63.92353144,2,2,2,2,4,1,1,54,26,1
0.353431709,0.769332616,0,60.63009853,3,?,3,4,2,4,1,103,0,1
0.026023848,0.89259714,1,70.30297544,0,1,?,4,3,3,1,47,31,1
0.277078067,0.55296273,0,54.4267918,0,4,1,4,3,3,1,68,58,1
0.362663547,0.496770792,1,71.41998171,3,3,4,4,3,1,0,16,33,1
0.532528515,0.255758629,0,73.09936267,0,3,2,1,2,2,?,32,73,0
0.604130643,0.547773798,0,63.48348592,2,3,5,3,2,3,1,44,46,0
0.46375283,0.200260831,0,60.56346851,2,2,2,3,2,2,1,30,48,0
0.531378365,0.457157603,0,72.09731631,1,1,5,1,2,2,?,92,44,1
0.466324473,0.71687435,-1,70.17347482,0,2,4,5,5,3,0,54,74,0
0.751358102,0.836126961,1,66.54374072,0,2,3,3,?,?,0,67,?,0
0.68541386,0.690018541,0,65.67508278,?,2,4,3,3,1,0,44,75,0
0.674060369,0.583150149,1,70.27171563,1,-1,1,3,2,3,1,18,44,1
0.606943815,0.360253295,1,56.16436785,1,3,2,3,1,2,1,55,30,0
0.204059148,0.202158912,1,64.45268552,1,1,1,2,1,5,0,40,52,1
0.727417853,0.369859295,0,75.16882841,2,0,4,2,5,?,0,61,30,1
0.587059514,0.448785495,-1,56.23922608,1,2,1,5,2,3,0,62,13,1
0.821950383,0.377266888,-1,72.32370358,1,2,3,5,4,2,0,27,65,?
0.238534054,0.636572904,0,69.36006235,2,1,2,1,2,2,1,42,-5,1
0.413146257,0.822028797,1,61.30954347,2,0,3,4,2,-1,1,59,37,1
0.515656681,0.757892612,-1,50.44231923,1,1,3,5,3,3,1,43,58,?
0.592498637,0.500884561,0,?,?,0,3,3,1,4,1,49,63,1
0.807818415,0.684762082,0,47.82063407,1,2,1,1,5,3,0,40,36,0
0.58397497,0.795032871,0,79.56183537,1,2,5,3,?,3,1,27,13,0
0.569970998,0.343620169,-1,55.33690683,-1,2,4,2,3,3,1,64,22,1
0.212330492,0.439811962,0,52.01565778,2,2,2,?,2,2,0,25,55,1
0.359967432,0.431282725,-1,67.43609337,0,1,5,5,3,2,1,45,49,0
0.921007579,0.119797195,-1,65.45637097,1,1,4,5,2,2,0,47,25,0
0.315389211,0.253659366,0,75.55487432,1,0,2,3,3,3,0,58,69,1
0.59674493,0.459355108,1,57.62131367,2,-1,2,5,3,2,0,48,22,1
0.451872051,0.449409946,-1,?,1,3,3,3,0,3,1,11,37,0
0.586503018,0.089999479,0,67.01038497,3,1,3,3,1,1,0,78,32,0
0.465862271,0.315467231,0,62.75213272,3,0,4,5,3,3,1,?,26,1
?,0.89036726,-1,?,2,2,5,2,3,5,0,60,48,1
0.625216105,0.276087028,0,60.75509771,2,3,5,4,2,1,0,67,37,0
0.638795401,0.321960768,1,69.39428659,1,1,4,1,1,3,0,56,95,0
0.549984282,0.425485959,1,57.03578187,1,2,4,3,3,4,0,49,107,0
0.608979375,0.328574128,-1,68.55401231,1,1,5,5,?,3,0,?,38,1
0.423833771,0.463624863,0,65.5650739,3,2,1,2,1,2,0,82,48,1
0.722539885,0.491130892,0,73.13506174,3,0,4,3,2,1,1,64,2,1
0.825418324,0.685481397,1,61.41744257,4,1,2,2,3,?,1,33,35,1
0.4571089,0.763655356,-1,69.53971138,0,0,4,2,0,3,1,42,51,1
0.517977987,0.188766087,-1,47.45552929,0,1,1,2,3,2,0,42,57,0
0.198648874,0.542590555,-1,65.25521305,-1,?,3,2,2,1,1,20,55,0
0.631771169,0.477781975,1,62.63650372,2,2,1,3,3,3,1,32,57,1
?,0.469499205,-1,50.54804862,3,1,3,1,3,2,1,52,57,1
0.528185572,0.293155482,-1,63.9351546,2,?,3,5,1,1,0,61,62,1
0.268730538,?,1,?,1,3,?,2,0,2,1,85,75,0
?,0.686927991,0,56.40396167,2,?,1,5,3,1,0,?,49,1
0.683642551,0.732975705,-1,?,2,1,5,5,3,2,1,60,84,1
0.515556224,0.243629075,-1,61.67415891,1,1,1,1,3,3,1,53,75,?
0.792273122,0.556942135,-1,59.59036143,2,2,1,2,1,3,0,39,45,1
0.380884003,?,?,56.73991554,2,1,5,5,1,2,0,50,8,1
0.551158755,0.417145213,-1,66.01938263,1,1,4,2,2,1,1,45,67,1
0.545382794,0.994655267,1,72.24730435,4,2,4,1,4,3,1,14,45,1
0.183836372,0.664639629,0,73.46933746,1,3,1,4,3,2,1,89,28,1
0.63421875,0.752534385,0,63.93470375,2,0,1,4,3,2,0,?,38,1
0.555903408,0.590940458,-1,67.80118151,1,3,?,5,2,3,0,79,38,0
0.78078594,0.714354907,0,68.66833757,1,-1,5,1,2,3,1,54,32,1
0.336892784,0.552999735,0,64.01882738,2,0,1,3,3,2,0,65,63,1
0.746027881,0.509681011,?,?,1,2,5,2,2,4,1,15,14,0
0.250321252,0.560647123,0,?,0,?,5,1,4,2,0,18,33,0
?,0.554393177,0,70.66376615,1,1,1,?,4,2,1,20,?,1
0.4013753,0.55298275,0,69.27045894,3,1,?,4,3,2,1,68,83,1
0.731985577,0.674765114,1,64.00811965,1,1,1,5,2,2,1,17,60,1
0.547418843,?,0,59.15163061,0,1,3,2,1,3,1,51,67,0
0.423870163,0.444312587,0,50.40013492,3,1,5,?,2,2,1,47,50,1
0.755749743,0.472923337,-1,62.86261529,0,1,?,1,2,2,0,44,?,0
0.422487066,0.834459935,1,60.13085593,0,2,2,1,4,1,1,79,63,0
0.339443995,0.488820361,-1,76.74300677,2,0,2,5,3,1,1,71,26,1
0.58248935,0.144485766,1,59.73813464,3,3,1,4,3,2,0,45,72,0
0.508425014,0.297404388,0,68.27535998,0,2,4,1,4,4,0,72,38,0
0.39171652,0.481504184,0,63.40604604,0,1,3,1,1,1,1,74,24,1
0.330798353,0.517359098,-1,60.28712311,1,2,5,1,4,3,?,44,76,0
0.36346646,0.285328856,-1,56.97145718,2,1,3,3,2,2,0,72,58,1
0.649790667,0.540028105,0,63.13868834,2,0,3,3,3,2,0,64,28,1
0.406455489,0.663918351,0,65.32608621,2,1,4,5,4,2,1,70,26,1
0.506473976,0.414590258,-1,78.0159292,1,1,1,2,3,3,1,66,57,1
0.591489963,0.724662721,?,68.75560345,2,1,5,3,3,3,0,36,60,1
0.144488723,0.344023761,?,56.03939191,?,-1,1,2,2,2,0,2,42,1
0.696969935,0.253309778,0,78.44963992,1,3,4,4,2,2,0,22,64,0
0.593246986,0.698792903,0,72.25386842,1,0,4,4,3,2,1,82,61,1
0.474337543,0.203540984,0,?,1,4,1,4,4,?,?,57,47,0
0.65422277,0.668327329,0,62.07680639,1,2,4,2,2,2,0,22,42,0
0.533177698,0.735653814,1,72.4661285,3,3,5,2,5,1,0,48,35,1
0.333394494,0.539089195,-1,66.51254078,1,3,3,5,3,2,0,62,45,0
0.601282543,0.096475037,?,67.87389293,1,1,2,4,4,3,1,26,87,0
0.261598155,0.570483857,1,64.49726296,0,2,2,1,2,2,1,46,51,0
0.347401069,0.593738835,0,68.45073595,0,1,4,4,2,2,0,39,29,0
0.496908291,0.443316844,0,68.77440216,2,0,4,2,2,2,0,77,81,1
0.822600072,0.582520553,-1,62.24524455,3,-1,3,3,2,3,0,42,69,1
0.304523283,0.483761693,0,59.75922173,1,2,4,3,1,2,1,66,90,0
0.308781752,0.658093574,-1,58.83784363,2,2,2,1,4,2,1,79,56,1
0.292661538,?,-1,59.08093478,1,0,5,?,1,2,0,46,38,?
0.411097572,0.635823378,0,64.25143241,-1,2,5,3,1,2,0,53,?,0
0.724380362,0.406239283,1,68.59953123,2,1,2,4,2,4,0,58,31,?
0.629098733,0.555686794,1,58.88684891,1,3,5,1,1,3,1,19,43,?
0.775646322,0.713610114,0,72.05753659,2,0,1,3,4,?,1,66,30,1
0.699464983,0.464563603,0,?,3,1,4,3,2,1,1,75,39,1
0.20150446,0.651409994,0,74.63560924,1,2,1,?,4,?,0,-7,32,1
0.478542917,0.198129642,1,73.60132076,1,2,5,3,4,4,1,61,58,0
0.729870034,0.383606941,0,79.32070263,3,2,4,5,?,3,0,69,56,1
0.739456425,0.484575366,1,57.48944877,1,1,3,3,0,2,1,38,57,1
0.50335491,0.654725715,0,?,2,1,1,3,2,2,0,9,40,1
0.770651261,0.786726108,1,73.58116505,1,1,1,3,2,3,?,86,17,1
?,0.445691055,-1,73.46466447,2,2,4,3,1,4,0,60,48,1
0.470945067,?,-1,57.42117176,3,0,4,4,3,3,?,36,22,1
0.609111738,0.82928338,0,67.95035226,1,2,5,2,?,3,0,72,33,0
0.398521649,0.156303882,0,79.42534248,2,2,3,2,?,3,1,71,55,1
0.188994494,0.455200952,0,62.45283088,1,1,4,4,3,2,1,17,58,1
0.643726557,0.506843248,1,69.89406546,2,?,3,1,3,4,1,21,52,1
0.4636208,0.492326282,-1,62.85328876,-1,4,2,4,3,3,0,23,31,?
0.490908961,0.921858813,-1,61.83117976,2,1,3,1,2,0,0,60,76,1
0.528406102,0.593963631,1,?,1,2,4,5,3,2,1,71,56,0
0.443856216,0.826616671,1,63.99777029,3,0,2,2,1,4,1,27,12,1
0.243869667,0.464468631,-1,?,0,2,5,5,4,4,1,40,71,0
0.163689351,0.158588477,-1,57.44157163,2,1,2,1,3,1,1,38,71,1
0.43472585,0.492260747,-1,57.06381495,2,1,4,4,3,4,0,64,53,1
?,0.444513452,1,72.35168304,1,0,5,1,2,2,0,51,78,?
0.579192647,0.324691365,?,69.69395964,1,2,5,1,3,3,1,40,51,0
0.380074451,0.323496686,-1,64.46590906,1,1,3,3,2,3,1,53,66,1
0.377673647,0.320116705,0,73.19747567,3,1,1,2,3,1,0,?,99,1
0.450870343,0.12541876,1,68.11085562,3,0,2,4,1,3,0,23,57,0
0.75115417,0.260508778,1,65.29257135,1,0,1,1,1,2,1,39,69,0
0.786694266,0.360322145,-1,77.3560497,2,2,3,4,2,2,0,104,48,1
0.521020734,0.463143979,0,68.4999497,1,3,4,4,2,3,0,53,77,0
0.822978695,0.782070677,-1,75.77116937,3,3,2,4,2,4,0,93,55,1
?,0.36306414,1,56.64226154,2,2,4,1,2,3,0,?,60,1
0.448367985,0.333651943,0,?,2,4,3,1,2,?,0,67,27,0
0.239733698,0.524436989,1,49.70660268,1,1,2,1,4,3,?,28,34,1
0.330360442,0.860136773,-1,?,1,3,5,1,3,1,0,18,70,0
0.65302798,?,1,68.17139197,1,1,4,?,3,2,1,76,72,1
0.516038037,0.386386597,-1,78.0212173,2,1,3,5,2,3,1,56,32,?
0.255440656,0.258279322,-1,66.34272734,2,1,4,4,2,?,0,57,32,1
0.596835806,?,0,75.24404383,1,4,5,5,3,2,1,42,35,0
0.257996914,0.454144667,0,56.09807008,2,2,?,4,4,3,1,20,68,1
0.495214765,0.730693627,-1,69.60149843,0,3,3,2,3,3,1,40,?,1
0.404574884,0.660139014,0,57.67218563,1,1,2,2,2,2,1,63,?,1
0.341033188,0.629734397,-1,61.67989788,1,1,?,?,2,2,0,29,85,1
?,0.185319119,-1,65.03930782,1,3,4,3,1,2,1,28,50,0
0.384833863,0.631442637,1,78.20467432,1,1,3,3,2,2,1,85,48,1
0.345511036,0.633218195,1,62.30847174,2,2,2,3,1,2,1,34,83,?
0.555370454,0.236350719,1,62.35940824,1,2,4,4,1,1,0,35,20,0
0.83854158,0.750142886,1,67.69655497,2,?,4,?,2,1,1,52,68,1
0.543854893,0.552581681,-1,66.68845353,2,2,5,5,2,3,0,50,?,1
0.721636313,0.524343911,1,71.19968907,?,3,2,2,4,4,0,41,24,0
0.302334182,0.609902901,0,62.69517654,1,?,1,5,3,3,1,62,32,1
0.363957992,0.465993037,-1,82.35202057,2,2,4,2,4,3,0,9,27,1
0.372286857,0.762347838,-1,66.80028155,2,2,4,4,5,2,1,15,10,1
0.059387664,0.450621401,-1,73.14837782,2,2,2,4,3,3,0,79,32,1
0.828011071,0.424435279,0,63.58657227,1,0,5,?,1,0,0,9,75,0
0.568730888,0.744339945,0,56.48791405,3,1,1,4,3,2,0,41,78,1
0.008474358,0.181980279,-1,55.91476468,3,3,4,2,1,3,0,49,54,1
0.435910786,0.249164827,1,74.40158888,-1,-2,1,1,4,4,?,40,66,1
0.469160693,0.389326267,-1,64.16444931,2,1,2,5,4,2,0,?,62,1
0.822960047,0.605784211,0,60.44934948,0,2,2,3,3,5,0,48,36,?
0.196111876,0.589284267,-1,72.61362051,2,3,3,4,2,2,0,43,37,0
0.567613352,0.66183943,1,69.6360083,2,2,2,3,2,3,1,65,32,1
0.269239965,0.516346388,0,68.13908288,0,2,3,2,2,2,1,57,79,?
0.563189297,0.492848498,?,77.70147942,0,3,4,1,3,1,0,?,86,0
0.738923431,0.424921489,0,48.69688044,?,2,5,2,?,2,1,18,56,0
0.929475981,0.506478587,1,71.26787663,2,2,3,4,3,3,1,?,47,0
0.631720688,0.842487755,0,?,1,1,1,4,2,4,0,84,28,1
0.565675853,0.430976462,-1,61.04232691,2,2,2,?,3,3,0,26,74,1
0.734805886,0.345469965,0,?,1,2,3,4,2,2,1,25,48,0
0.118456503,?,-1,50.75965516,1,4,3,1,2,4,0,37,11,1
0.442160162,0.575927516,-1,62.18471191,0,3,2,4,3,2,0,67,60,0
0.475121282,0.12435537,1,70.23734408,1,2,2,3,3,4,1,28,63,0
0.640483804,0.419475572,-1,?,2,3,5,3,2,4,0,66,92,0
0.564116966,0.42125162,0,64.20693085,2,2,?,1,3,2,1,23,45,1
0.420057336,0.428256525,-1,60.79076732,3,1,2,1,3,1,1,54,52,1
0.633031263,0.997504757,0,63.67676542,0,1,4,5,5,1,1,85,48,1
0.395870359,0.80262494,-1,59.70015254,4,2,2,5,?,3,1,46,?,1
0.704205356,0.751241765,0,71.69756442,2,2,4,1,3,3,1,28,66,1
?,1.025014112,-1,62.75196459,1,2,3,1,3,2,0,76,57,0
0.162868132,0.491775104,0,61.51881387,0,2,2,1,?,2,1,46,62,0
0.477043849,0.77029131,-1,60.10012146,1,1,2,5,4,?,1,38,47,1
0.562453542,0.670299263,0,72.96977214,1,2,5,5,3,?,?,48,68,0
0.872869616,0.165657819,0,70.5604073,3,2,3,3,3,3,1,19,54,0
0.486549947,0.796377945,1,66.11623699,3,?,4,3,4,3,0,52,75,1
0.452708566,0.390288084,-1,76.61042071,2,-1,1,1,3,?,1,34,48,1
0.77594493,0.526758889,0,62.05106095,2,0,?,3,2,1,0,65,62,?
0.653044572,0.717064128,1,66.3453939,?,1,3,?,3,4,1,52,75,1
0.105949403,0.41973841,-1,59.50973406,1,3,3,5,3,3,1,44,42,1
0.198521169,?,1,73.42041948,?,2,5,2,2,2,1,44,35,1
0.805127626,0.482704713,0,70.854109,0,2,?,2,1,1,1,43,73,0
0.435540591,0.534072172,-1,71.5680761,?,0,1,1,2,2,1,74,?,1
0.616822525,0.534826087,0,67.47647472,2,0,1,2,3,2,1,37,?,1
0.480642411,0.207434424,?,66.97012296,1,1,3,1,4,2,0,50,62,?
0.25283941,0.542115931,-1,67.16135485,1,2,5,?,2,2,1,54,46,0
0.659737359,0.729937038,-1,72.46628468,1,1,?,2,1,1,1,66,89,1
0.287632385,0.689916118,?,62.09723632,1,?,5,4,1,3,1,84,39,1
0.415628751,0.672191455,1,70.01020782,1,0,4,1,1,3,1,10,67,1
0.517787627,0.394138952,-1,70.06676638,3,0,?,5,2,2,0,33,35,1
?,0.141918508,0,71.48805762,2,2,2,2,2,3,0,54,37,0
0.195149407,0.769785884,0,66.7580565,4,1,4,1,2,?,1,100,63,1
0.264631947,0.384784616,-1,74.08848272,2,1,?,5,1,4,1,42,45,1
0.515754316,0.267115152,1,60.41890668,1,0,?,3,3,2,?,57,41,1
0.796378416,0.675901323,-1,69.55900074,1,2,?,2,6,4,0,65,60,0
0.306997194,0.615397231,1,71.53067329,0,3,2,3,2,4,1,61,48,0
0.654576732,0.541447619,0,72.15165414,2,2,2,4,3,3,0,33,35,1
0.094277002,0.545319742,1,54.07237895,1,-1,2,2,3,?,1,39,39,1
0.600981318,0.760592406,1,66.88713929,2,1,1,5,1,1,0,44,68,1
0.537636473,0.431183541,1,53.64802869,2,2,1,4,3,3,1,62,46,1
0.551238481,0.473215484,1,62.40546521,1,1,2,2,3,2,0,55,68,1
0.653501242,0.337271819,1,63.90228214,1,3,5,1,2,3,1,51,62,0
0.621405059,0.799853293,1,71.78708175,0,0,2,4,3,3,0,53,43,1
0.55511063,0.677836633,-1,62.59870068,2,1,1,2,3,?,0,18,45,1
0.654102327,0.54048379,0,?,3,1,2,5,3,4,0,31,28,1
0.488749924,0.54362719,1,57.18270749,1,0,4,?,4,3,0,40,66,1
0.843575375,0.490084464,1,57.43410171,1,1,4,2,2,4,1,99,72,1
0.471461515,0.494837564,0,69.90909923,2,2,1,2,2,3,0,59,?,1
0.350338652,0.384890975,1,68.67515449,1,1,5,5,2,3,0,59,49,1
0.545628851,0.45610984,0,70.71923833,1,1,1,2,2,2,0,46,40,1
0.211335347,0.234248628,1,58.9479533,1,2,3,2,3,1,1,31,21,0
0.76303861,?,-1,59.26697658,1,1,3,4,2,3,1,?,27,1
0.245148368,0.496262286,?,?,3,1,2,3,2,3,0,48,49,?
0.466130437,0.624264981,0,46.10816485,1,?,1,5,2,2,1,38,28,?
0.326156091,0.528021891,0,58.03153215,2,2,3,5,2,4,1,64,53,1
0.571087623,0.40545179,-1,57.26842581,3,2,2,4,2,3,0,49,44,1
0.294012322,0.605707037,1,56.93640606,0,?,4,4,2,3,0,28,25,0
?,0.840850543,0,58.81751338,1,?,3,2,0,4,0,56,65,1
0.81039303,0.664808879,0,63.63124121,1,1,3,1,1,1,1,32,4,1
0.286528727,0.193480974,1,59.2626852,2,2,3,4,2,4,0,33,35,1
?,0.41744103,-1,64.6420744,1,-1,1,3,3,3,1,61,77,1
0.064974336,0.263092032,-1,?,1,2,3,1,2,3,1,66,51,0
0.59614843,0.255476624,0,61.16653487,1,2,2,2,1,3,1,62,34,0
0.45060862,?,0,51.57851022,2,1,2,1,2,2,1,85,69,1
?,?,-1,74.85709186,1,1,3,4,3,5,1,52,20,1
0.719239736,0.12591682,1,87.98324545,3,-1,5,?,4,4,0,73,25,?
0.62859075,0.13291837,1,49.98261709,2,3,1,5,2,3,0,66,58,0
0.581157333,0.822263791,0,64.98576472,3,1,1,5,?,2,?,24,44,1
1.104073563,0.279618136,-1,64.63716162,2,2,3,1,?,2,0,113,52,0
0.706201603,0.426005867,1,55.25790791,3,2,3,5,1,1,0,79,48,1
0.868541623,0.640492806,-1,67.80213494,1,3,4,4,3,2,1,25,20,0
0.894560732,-0.03336272,1,59.78360443,1,0,3,5,3,1,?,9,31,1
0.70943577,0.582630153,0,66.93113625,1,1,?,?,?,2,1,73,38,?
0.755041384,0.650514174,-1,66.69741972,0,4,1,2,?,2,0,64,67,0
0.296017835,0.218950313,0,58.40444306,-1,1,4,1,4,4,1,89,?,0
0.622279015,0.192128768,1,71.27292854,0,1,1,2,2,3,0,29,79,0
-0.041749114,0.64347611,1,68.26542666,3,3,5,1,0,0,1,65,86,1
0.469448957,0.532146768,1,67.79329778,0,1,1,3,2,3,1,28,40,0
1.057092209,0.535360206,-1,46.90067197,1,1,3,5,1,3,1,53,46,1
0.49240163,0.811023904,0,72.34267483,1,2,3,4,2,2,1,49,45,0
0.609863012,0.584472301,-1,56.84439273,0,0,1,3,3,2,1,42,65,1
0.673789205,0.521320261,1,52.34733745,3,2,?,2,3,1,0,71,56,1
0.571034575,0.244706208,1,43.36564744,2,3,4,3,5,1,1,20,65,0
0.701338314,0.724661508,1,74.28017305,2,2,3,2,3,4,0,40,35,1
0.185880136,0.689453009,0,71.70390976,1,2,5,1,4,3,0,38,59,0
0.570017953,0.704466631,-1,60.44947744,2,2,4,3,1,3,1,42,50,1
0.769367028,0.58308492,1,66.50354809,1,1,2,1,3,2,0,28,70,1
0.129257493,0.414812348,0,57.35491458,2,1,4,?,3,3,1,76,29,1
0.416419113,0.61379586,-1,58.03524959,0,?,1,2,2,3,1,54,55,0
0.614343478,?,1,61.97277007,2,1,4,4,1,3,0,64,?,1
0.055573653,0.12547618,1,69.45626666,2,4,2,1,3,4,0,20,43,0
0.482317817,0.127680002,-1,71.55015399,1,3,2,5,2,2,1,64,37,0
0.745707059,?,1,75.51241599,2,2,5,2,2,4,0,45,57,1
0.457773545,0.37025472,-1,61.65503337,3,2,3,5,2,4,1,43,69,1
0.379176678,0.627758897,0,62.70609228,1,1,3,4,2,2,0,52,59,1
0.474422917,0.41420786,0,68.96164153,0,1,2,2,3,2,1,17,78,0
0.619372228,0.367623832,0,62.31003388,2,2,2,?,3,?,0,44,94,0
?,?,0,62.25052997,1,3,4,4,3,2,0,45,?,0
0.730039421,0.51801155,0,63.42003726,3,1,2,5,2,4,0,58,34,1
0.528973792,0.69767877,?,62.85529938,2,2,1,1,3,3,0,77,29,1
0.451229245,0.378309859,0,58.27436639,3,0,4,1,2,3,0,54,10,1
0.687503405,0.400954537,0,63.9795281,1,2,1,5,2,3,1,70,47,0
0.409797613,0.201440637,1,74.49618211,3,2,3,1,3,2,1,38,42,?
0.728971125,0.343353452,1,67.58358043,2,1,2,4,3,2,0,30,50,0
0.249317167,0.604622198,1,55.29454754,1,2,4,2,4,2,1,61,46,1
0.669911469,0.594221959,0,65.32642441,2,2,4,?,4,1,1,37,8,1
0.41497552,0.444667214,1,68.65329578,1,3,1,1,3,3,1,26,27,0
0.766389536,0.447323914,-1,65.08818048,2,?,5,2,2,3,1,30,17,1
0.618824756,?,-1,62.03643768,2,2,2,5,1,3,0,?,41,1
0.297922475,0.439684066,0,70.27080658,3,3,5,3,3,2,1,46,67,1
0.72862918,0.455733757,1,74.22954115,2,1,1,3,2,1,1,41,56,1
0.446969322,0.471267993,-1,72.88144272,1,2,3,4,3,2,1,54,78,0
0.596355701,0.538348337,?,67.69806667,1,1,3,2,4,3,1,61,27,1
0.333950068,0.625741195,1,64.15529205,2,0,4,3,4,4,0,26,68,1
0.564629723,0.463302549,?,62.44149142,0,1,5,1,1,4,1,29,?,0
0.476932113,0.261552373,0,63.81925593,4,2,2,5,1,4,1,68,39,1
0.126636329,0.518801353,1,66.32077187,1,0,4,4,1,1,0,6,40,1
0.837684775,0.314606033,1,?,0,2,3,1,2,3,1,57,55,0
0.126663711,0.740182361,-1,58.40997427,2,2,4,5,3,3,1,52,38,1
0.349621015,0.486347067,0,48.29027014,1,1,1,5,2,2,1,41,19,1
0.235280926,1.144561733,1,66.09691569,1,2,3,4,4,3,1,32,39,0
0.262474592,0.305967112,-1,66.62122339,1,0,4,3,3,3,1,10,68,1
?,0.663756131,-1,51.33509742,?,1,4,2,3,1,0,66,64,0
0.412442559,0.63749183,1,73.76951189,1,?,4,4,4,3,1,53,71,1
0.617226848,0.284427215,0,71.00386085,1,1,4,4,3,2,1,29,57,0
0.516503411,0.603830539,-1,56.05077934,0,1,?,5,0,2,0,49,55,0
0.774479362,0.576469068,-1,63.15714492,2,3,3,1,2,3,0,27,44,0
0.428304121,0.463913424,0,63.72531223,1,?,3,1,3,2,0,91,47,1
0.760483207,0.819836848,1,65.25845688,1,3,3,4,3,3,1,43,43,0
0.775706984,0.618641563,0,73.88219901,2,2,2,3,4,3,1,1,71,1
0.833596496,0.602185717,1,65.68293629,1,1,4,1,3,3,0,6,?,0
0.328977453,0.378730952,1,64.94737677,1,1,2,1,4,3,0,49,14,1
0.245140056,0.308812676,1,70.15149801,1,4,?,4,1,3,1,?,70,0
0.620160667,0.519912963,1,68.66235258,1,2,3,1,2,2,1,27,39,0
0.503730195,?,-1,67.442181,0,2,1,2,3,4,1,65,35,0
0.587034103,0.555394524,0,78.01166761,1,2,1,3,2,3,0,65,65,0
0.404794029,0.766614354,1,62.21577657,2,1,4,4,0,1,1,33,62,1
0.45765781,0.225217182,1,59.38899868,2,1,1,1,2,4,0,-5,96,1
0.578196944,0.664234022,-1,66.9712023,3,1,1,5,4,3,?,15,34,1
0.56766893,?,1,59.79853638,1,-1,3,2,3,1,1,62,27,1
0.78986832,0.631788912,-1,60.94822288,1,1,2,5,2,1,0,26,72,1
0.809280247,0.767429511,-1,72.05221648,2,2,3,2,2,4,1,64,43,1
?,0.461034533,0,67.50850439,2,1,3,5,4,2,1,52,63,1
